Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,longName,sector,industry,country,marketCap,beta,trailingPE,forwardPE,dividendYield,returnOnEquity,trailingEps,totalRevenue
2020-08-07 00:00:00-04:00,11.275335052663479,11.46695370483284,11.001238890163282,11.16270637512207,342516000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-10 00:00:00-04:00,11.297017096657328,11.370773411294747,10.82083574412837,11.12832260131836,427796000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-11 00:00:00-04:00,11.03736994797502,11.100163656521731,10.760283358062656,10.814355850219727,354512000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-12 00:00:00-04:00,10.954644569283348,11.429329734949476,10.922251068969489,11.402667999267578,464412000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-13 00:00:00-04:00,11.508065374647796,11.683238681525856,11.318440992363485,11.405404090881348,374460000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-14 00:00:00-04:00,11.49212086252578,11.666297093001686,11.402915416624678,11.526009559631348,366436000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-17 00:00:00-04:00,11.812312555503244,12.368977899388444,11.77842481721311,12.296466827392578,621300000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-18 00:00:00-04:00,12.40910062779244,12.454949993421417,12.046546068057003,12.22047233581543,503448000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-19 00:00:00-04:00,12.256100348228555,12.274538943365444,12.05825188407878,12.09861946105957,622624000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-20 00:00:00-04:00,11.935658319282323,12.334343799243422,11.839724001874044,12.101112365722656,921388000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-21 00:00:00-04:00,12.161662679119805,12.766668816304959,12.155183790611567,12.641830444335938,999868000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-24 00:00:00-04:00,12.84142087324948,12.870076834415576,12.466406762691987,12.678458213806152,490564000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-25 00:00:00-04:00,12.589256078912193,12.719327210078893,12.532443171490312,12.708114624023438,289076000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-26 00:00:00-04:00,12.75720269902437,12.826225311579584,12.636101824747241,12.731039047241211,321244000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-27 00:00:00-04:00,12.739508696253512,12.807784169735637,12.525214885431776,12.586762428283691,317604000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-28 00:00:00-04:00,12.633357641991108,13.104803218100614,12.600964151604,13.104554176330566,537160000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-08-31 00:00:00-04:00,13.139440120722352,13.530401512522506,12.994916987240861,13.330560684204102,500840000,0.0,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
2020-09-01 00:00:00-04:00,13.439731719895999,13.951947107947952,13.39636171752882,13.77971363067627,511316000,0.004,0.0,NVIDIA Corporation,Technology,Semiconductors,United States,4375623237632,2.145,57.877422,43.548546,0.02,1.15463,3.1,148514996224
